algorithm,n_rounds,opponent_type,reward_sum,agent_final_reward
QAlegAATr,60.csv,eee,112.0,136.0
QAlegAATr,60.csv,eee,112.0,-136.0
RAlegAATr,30.csv,random,8.0,72.0
RAlegAATr,30.csv,random,-4.0,54.0
RAlegAATr,30.csv,random,8.0,72.0
RAlegAATr,30.csv,random,-4.0,54.0
RAlegAATr,30.csv,random,-8.0,48.0
RAlegAATr,50.csv,roundnum2,-36.0,46.0
RAlegAATr,50.csv,roundnum2,-60.0,10.0
RAlegAATr,50.csv,roundnum2,-32.0,52.0
RAlegAATr,50.csv,roundnum2,-56.0,16.0
RAlegAATr,50.csv,roundnum2,-20.0,70.0
RawO,10.csv,greedyneg,24.0,40.0
RawO,10.csv,greedyneg,24.0,40.0
RawO,10.csv,greedyneg,24.0,40.0
RawO,10.csv,greedyneg,24.0,40.0
RawO,10.csv,greedyneg,24.0,40.0
DQN,20.csv,roundnum,40.0,100.0
DQN,20.csv,roundnum,40.0,100.0
DQN,20.csv,roundnum,40.0,100.0
DQN,20.csv,roundnum,40.0,100.0
DQN,20.csv,roundnum,40.0,100.0
RawO,50.csv,coopgreedy,84.0,154.0
RawO,50.csv,coopgreedy,72.0,184.0
RawO,50.csv,coopgreedy,80.0,148.0
RawO,50.csv,coopgreedy,28.0,102.0
RawO,50.csv,coopgreedy,96.0,180.0
QAlegAATr,10.csv,roundnum,20.0,50.0
QAlegAATr,10.csv,roundnum,20.0,50.0
QAlegAATr,10.csv,roundnum,20.0,50.0
QAlegAATr,10.csv,roundnum,20.0,50.0
QAlegAATr,10.csv,roundnum,20.0,50.0
RAlegAATr,20.csv,random,-4.0,34.0
RAlegAATr,20.csv,random,8.0,52.0
RAlegAATr,20.csv,random,8.0,52.0
RAlegAATr,20.csv,random,-8.0,28.0
RAlegAATr,20.csv,random,0.0,40.0
RAlegAATr,40.csv,roundnum2,-28.0,38.0
RAlegAATr,40.csv,roundnum2,-48.0,8.0
RAlegAATr,40.csv,roundnum2,-52.0,2.0
RAlegAATr,40.csv,roundnum2,-40.0,20.0
RAlegAATr,40.csv,roundnum2,-44.0,14.0
DQN,30.csv,roundnum,36.0,114.0
DQN,30.csv,roundnum,36.0,114.0
DQN,30.csv,roundnum,36.0,114.0
DQN,30.csv,roundnum,36.0,114.0
DQN,30.csv,roundnum,36.0,114.0
RawO,40.csv,coopgreedy,56.0,124.0
RawO,40.csv,coopgreedy,68.0,126.0
RawO,40.csv,coopgreedy,52.0,110.0
RawO,40.csv,coopgreedy,64.0,136.0
RawO,40.csv,coopgreedy,60.0,114.0
RDQN,50.csv,coopgreedy,44.0,166.0
RDQN,50.csv,coopgreedy,36.0,154.0
RDQN,50.csv,coopgreedy,48.0,172.0
RDQN,50.csv,coopgreedy,48.0,172.0
RDQN,50.csv,coopgreedy,56.0,184.0
RDQN,20.csv,coop,40.0,100.0
RDQN,20.csv,coop,40.0,100.0
RDQN,20.csv,coop,40.0,100.0
RDQN,20.csv,coop,40.0,100.0
RDQN,20.csv,coop,40.0,100.0
AlegAATr,50.csv,cfr,92.0,-146.0
AlegAATr,50.csv,cfr,92.0,-146.0
AlegAATr,50.csv,cfr,92.0,-146.0
AlegAATr,50.csv,cfr,92.0,-146.0
AlegAATr,50.csv,cfr,92.0,-146.0
RAlegAATr,40.csv,spp,-80.0,-40.0
RAlegAATr,40.csv,spp,-80.0,-40.0
RAlegAATr,40.csv,spp,-80.0,-40.0
RAlegAATr,40.csv,spp,80.0,200.0
RAlegAATr,40.csv,spp,-80.0,-40.0
AlegAATr,40.csv,bbl,72.0,-116.0
AlegAATr,40.csv,bbl,72.0,-116.0
AlegAATr,40.csv,bbl,80.0,-112.0
AlegAATr,40.csv,bbl,72.0,-116.0
AlegAATr,40.csv,bbl,72.0,-116.0
DQN,10.csv,spp,-20.0,-10.0
DQN,10.csv,spp,-20.0,-10.0
DQN,10.csv,spp,-20.0,-10.0
DQN,10.csv,spp,-20.0,-10.0
DQN,10.csv,spp,-20.0,-10.0
RawO,30.csv,spp,-60.0,-30.0
RawO,30.csv,spp,-60.0,-30.0
RawO,30.csv,spp,24.0,56.0
RawO,30.csv,spp,-60.0,-30.0
RawO,30.csv,spp,68.0,146.0
RawO,10.csv,roundnum,28.0,46.0
RawO,10.csv,roundnum,28.0,46.0
RawO,10.csv,roundnum,28.0,46.0
RawO,10.csv,roundnum,28.0,46.0
RawO,10.csv,roundnum,28.0,46.0
RAlegAATr,50.csv,greedyneg,96.0,244.0
RAlegAATr,50.csv,greedyneg,96.0,244.0
RAlegAATr,50.csv,greedyneg,96.0,244.0
RAlegAATr,50.csv,greedyneg,96.0,244.0
RAlegAATr,50.csv,greedyneg,96.0,244.0
RawO,10.csv,roundnum2,-20.0,-10.0
RawO,10.csv,roundnum2,-20.0,-10.0
RawO,10.csv,roundnum2,-20.0,-10.0
RawO,10.csv,roundnum2,-20.0,-10.0
RawO,10.csv,roundnum2,-20.0,-10.0
SOAleqgAATr,20.csv,eee,-16.0,-8.0
SOAleqgAATr,20.csv,eee,8.0,4.0
SOAleqgAATr,20.csv,eee,20.0,46.0
SOAleqgAATr,20.csv,eee,-8.0,20.0
SOAleqgAATr,20.csv,eee,32.0,32.0
AleqgAATr,50.csv,greedyneg,0.0,-100.0
AleqgAATr,50.csv,greedyneg,0.0,-100.0
AleqgAATr,50.csv,greedyneg,0.0,-100.0
AleqgAATr,50.csv,greedyneg,0.0,-100.0
AleqgAATr,50.csv,greedyneg,0.0,-100.0
AleqgAATr,40.csv,roundnum2,40.0,-20.0
AleqgAATr,40.csv,roundnum2,36.0,-26.0
AleqgAATr,40.csv,roundnum2,32.0,-32.0
AleqgAATr,40.csv,roundnum2,40.0,-20.0
AleqgAATr,40.csv,roundnum2,40.0,-20.0
AleqgAATr,60.csv,spp,244.0,238.0
AleqgAATr,60.csv,spp,244.0,238.0
AleqgAATr,60.csv,spp,128.0,64.0
AleqgAATr,60.csv,spp,128.0,64.0
AleqgAATr,60.csv,spp,0.0,-120.0
DQN,10.csv,eee,-12.0,2.0
DQN,10.csv,eee,-12.0,2.0
DQN,10.csv,eee,-4.0,14.0
DQN,10.csv,eee,-20.0,-10.0
DQN,10.csv,eee,16.0,44.0
AleqgAATr,20.csv,minimax,0.0,-40.0
AleqgAATr,20.csv,minimax,0.0,-40.0
AleqgAATr,20.csv,minimax,0.0,-40.0
AleqgAATr,20.csv,minimax,0.0,-40.0
AleqgAATr,20.csv,minimax,0.0,-40.0
SMAlegAATr,10.csv,bbl,20.0,-30.0
SMAlegAATr,10.csv,bbl,20.0,-30.0
SMAlegAATr,10.csv,bbl,-8.0,-8.0
SMAlegAATr,10.csv,bbl,-8.0,-8.0
SMAlegAATr,10.csv,bbl,-8.0,-8.0
RawO,30.csv,eee,16.0,44.0
RawO,30.csv,eee,-8.0,32.0
RawO,30.csv,eee,8.0,56.0
RawO,30.csv,eee,0.0,36.0
RawO,30.csv,eee,8.0,56.0
QAlegAATr,30.csv,bullied,60.0,150.0
QAlegAATr,30.csv,bullied,60.0,150.0
QAlegAATr,30.csv,bullied,60.0,150.0
QAlegAATr,30.csv,bullied,60.0,150.0
QAlegAATr,30.csv,bullied,60.0,150.0
AleqgAATr,50.csv,random,100.0,50.0
AleqgAATr,50.csv,random,112.0,60.0
AleqgAATr,50.csv,random,128.0,84.0
AleqgAATr,50.csv,random,96.0,44.0
AleqgAATr,50.csv,random,84.0,18.0
RAlegAATr,40.csv,eee,-16.0,56.0
RAlegAATr,40.csv,eee,-12.0,62.0
RAlegAATr,40.csv,eee,-16.0,56.0
RAlegAATr,40.csv,eee,0.0,80.0
RAlegAATr,40.csv,eee,24.0,116.0
DQN,20.csv,minimax,-40.0,-20.0
DQN,20.csv,minimax,-40.0,-20.0
DQN,20.csv,minimax,-40.0,-20.0
DQN,20.csv,minimax,-40.0,-20.0
DQN,20.csv,minimax,-40.0,-20.0
RDQN,10.csv,bullypunish,-20.0,-10.0
RDQN,10.csv,bullypunish,-20.0,-10.0
RDQN,10.csv,bullypunish,-20.0,-10.0
RDQN,10.csv,bullypunish,-20.0,-10.0
RDQN,10.csv,bullypunish,-20.0,-10.0
DQN,10.csv,greedyneg,16.0,44.0
DQN,10.csv,greedyneg,16.0,44.0
DQN,10.csv,greedyneg,16.0,44.0
DQN,10.csv,greedyneg,16.0,44.0
DQN,10.csv,greedyneg,16.0,44.0
QAlegAATr,60.csv,coop,120.0,300.0
QAlegAATr,60.csv,coop,120.0,300.0
QAlegAATr,60.csv,coop,120.0,300.0
QAlegAATr,60.csv,coop,120.0,300.0
QAlegAATr,60.csv,coop,120.0,300.0
QAlegAATr,30.csv,cooppunish,104.0,16.0
QAlegAATr,30.csv,cooppunish,104.0,16.0
QAlegAATr,30.csv,cooppunish,104.0,16.0
QAlegAATr,30.csv,cooppunish,104.0,16.0
QAlegAATr,30.csv,cooppunish,104.0,16.0
DQN,10.csv,cooppunish,0.0,20.0
DQN,10.csv,cooppunish,0.0,20.0
DQN,10.csv,cooppunish,0.0,20.0
DQN,10.csv,cooppunish,0.0,20.0
DQN,10.csv,cooppunish,0.0,20.0
RDQN,50.csv,random,4.0,106.0
RDQN,50.csv,random,20.0,130.0
RDQN,50.csv,random,8.0,112.0
RDQN,50.csv,random,-4.0,94.0
RDQN,50.csv,random,12.0,118.0
MADQN,20.csv,cooppunish,8.0,44.0
MADQN,20.csv,cooppunish,8.0,44.0
MADQN,20.csv,cooppunish,8.0,44.0
MADQN,20.csv,cooppunish,8.0,44.0
MADQN,20.csv,cooppunish,8.0,44.0
SOAleqgAATr,50.csv,cooppunish,32.0,92.0
SOAleqgAATr,50.csv,cooppunish,32.0,92.0
SOAleqgAATr,50.csv,cooppunish,32.0,92.0
SOAleqgAATr,50.csv,cooppunish,32.0,92.0
SOAleqgAATr,50.csv,cooppunish,32.0,92.0
RawO,60.csv,minimax,-120.0,-60.0
RawO,60.csv,minimax,-120.0,-60.0
RawO,60.csv,minimax,-120.0,-60.0
RawO,60.csv,minimax,-120.0,-60.0
RawO,60.csv,minimax,-120.0,-60.0
AleqgAATr,60.csv,eee,56.0,-36.0
AleqgAATr,60.csv,eee,148.0,94.0
AleqgAATr,60.csv,eee,0.0,-120.0
AleqgAATr,60.csv,eee,0.0,-120.0
AleqgAATr,60.csv,eee,0.0,-120.0
AleqgAATr,10.csv,coopgreedy,32.0,28.0
AleqgAATr,10.csv,coopgreedy,28.0,14.0
AleqgAATr,10.csv,coopgreedy,44.0,38.0
AleqgAATr,10.csv,coopgreedy,44.0,38.0
AleqgAATr,10.csv,coopgreedy,32.0,28.0
QAlegAATr,10.csv,roundnum2,16.0,-28.0
QAlegAATr,10.csv,roundnum2,16.0,-28.0
QAlegAATr,10.csv,roundnum2,16.0,-28.0
QAlegAATr,10.csv,roundnum2,16.0,-28.0
QAlegAATr,10.csv,roundnum2,16.0,-28.0
MADQN,20.csv,bullied,44.0,98.0
MADQN,20.csv,bullied,44.0,98.0
MADQN,20.csv,bullied,44.0,98.0
MADQN,20.csv,bullied,44.0,98.0
MADQN,20.csv,bullied,44.0,98.0
RawO,30.csv,selfplay,-60.0,-30.0
RawO,30.csv,selfplay,-60.0,-30.0
RawO,30.csv,selfplay,-60.0,-30.0
RawO,30.csv,selfplay,-60.0,-30.0
RawO,30.csv,selfplay,-60.0,-30.0
RawO,30.csv,coop,68.0,146.0
RawO,30.csv,coop,68.0,146.0
RawO,30.csv,coop,68.0,146.0
RawO,30.csv,coop,68.0,146.0
RawO,30.csv,coop,68.0,146.0
SOAleqgAATr,20.csv,spp,40.0,100.0
SOAleqgAATr,20.csv,spp,32.0,32.0
SOAleqgAATr,20.csv,spp,-36.0,-22.0
SOAleqgAATr,20.csv,spp,40.0,100.0
SOAleqgAATr,20.csv,spp,-36.0,-22.0
AlegAATr,50.csv,roundnum,112.0,36.0
AlegAATr,50.csv,roundnum,112.0,36.0
AlegAATr,50.csv,roundnum,112.0,36.0
AlegAATr,50.csv,roundnum,112.0,36.0
AlegAATr,50.csv,roundnum,112.0,36.0
SMAlegAATr,50.csv,selfplay,12.0,6.0
SMAlegAATr,50.csv,selfplay,12.0,6.0
SMAlegAATr,50.csv,selfplay,12.0,6.0
SMAlegAATr,50.csv,selfplay,12.0,6.0
SMAlegAATr,50.csv,selfplay,12.0,6.0
SOAleqgAATr,50.csv,bullypunish,-96.0,-52.0
SOAleqgAATr,50.csv,bullypunish,-96.0,-52.0
SOAleqgAATr,50.csv,bullypunish,-96.0,-52.0
SOAleqgAATr,50.csv,bullypunish,-96.0,-52.0
SOAleqgAATr,50.csv,bullypunish,-96.0,-52.0
QAlegAATr,30.csv,selfplay,92.0,46.0
QAlegAATr,30.csv,selfplay,92.0,46.0
QAlegAATr,30.csv,selfplay,92.0,46.0
QAlegAATr,30.csv,selfplay,92.0,46.0
QAlegAATr,30.csv,selfplay,92.0,46.0
SMAlegAATr,10.csv,minimax,20.0,-30.0
SMAlegAATr,10.csv,minimax,20.0,-30.0
SMAlegAATr,10.csv,minimax,20.0,-30.0
SMAlegAATr,10.csv,minimax,20.0,-30.0
SMAlegAATr,10.csv,minimax,20.0,-30.0
DQN,10.csv,selfplay,-20.0,-10.0
DQN,10.csv,selfplay,-20.0,-10.0
DQN,10.csv,selfplay,-20.0,-10.0
DQN,10.csv,selfplay,-20.0,-10.0
DQN,10.csv,selfplay,-20.0,-10.0
AlegAATr,50.csv,cooppunish,188.0,14.0
AlegAATr,50.csv,cooppunish,188.0,14.0
AlegAATr,50.csv,cooppunish,188.0,14.0
AlegAATr,50.csv,cooppunish,188.0,14.0
AlegAATr,50.csv,cooppunish,188.0,14.0
RawO,60.csv,cooppunish,84.0,86.0
RawO,60.csv,cooppunish,84.0,86.0
RawO,60.csv,cooppunish,84.0,86.0
RawO,60.csv,cooppunish,84.0,86.0
RawO,60.csv,cooppunish,84.0,86.0
RDQN,40.csv,selfplay,-80.0,-40.0
RDQN,40.csv,selfplay,-80.0,-40.0
RDQN,40.csv,selfplay,-80.0,-40.0
RDQN,40.csv,selfplay,-80.0,-40.0
RDQN,40.csv,selfplay,-80.0,-40.0
AleqgAATr,30.csv,bullied,124.0,118.0
AleqgAATr,30.csv,bullied,124.0,118.0
AleqgAATr,30.csv,bullied,124.0,118.0
AleqgAATr,30.csv,bullied,124.0,118.0
AleqgAATr,30.csv,bullied,124.0,118.0
RawO,60.csv,bullypunish,-120.0,-60.0
RawO,60.csv,bullypunish,-120.0,-60.0
RawO,60.csv,bullypunish,-120.0,-60.0
RawO,60.csv,bullypunish,-120.0,-60.0
RawO,60.csv,bullypunish,-120.0,-60.0
RDQN,10.csv,minimax,-20.0,-10.0
RDQN,10.csv,minimax,-20.0,-10.0
RDQN,10.csv,minimax,-20.0,-10.0
RDQN,10.csv,minimax,-20.0,-10.0
RDQN,10.csv,minimax,-20.0,-10.0
SOAleqgAATr,60.csv,cfr,-116.0,-62.0
SOAleqgAATr,60.csv,cfr,-116.0,-62.0
SOAleqgAATr,60.csv,cfr,-116.0,-62.0
SOAleqgAATr,60.csv,cfr,-116.0,-62.0
SOAleqgAATr,60.csv,cfr,-116.0,-62.0
MADQN,40.csv,random,16.0,96.0
MADQN,40.csv,random,20.0,102.0
MADQN,40.csv,random,12.0,90.0
MADQN,40.csv,random,12.0,90.0
MADQN,40.csv,random,8.0,84.0
QAlegAATr,20.csv,minimax,36.0,-58.0
QAlegAATr,20.csv,minimax,36.0,-58.0
QAlegAATr,20.csv,minimax,36.0,-58.0
QAlegAATr,20.csv,minimax,36.0,-58.0
QAlegAATr,20.csv,minimax,36.0,-58.0
DQN,30.csv,bullied,60.0,150.0
DQN,30.csv,bullied,60.0,150.0
DQN,30.csv,bullied,60.0,150.0
DQN,30.csv,bullied,60.0,150.0
DQN,30.csv,bullied,60.0,150.0
SMAlegAATr,20.csv,greedyneg,40.0,-60.0
SMAlegAATr,20.csv,greedyneg,40.0,-60.0
SMAlegAATr,20.csv,greedyneg,40.0,-60.0
SMAlegAATr,20.csv,greedyneg,40.0,-60.0
SMAlegAATr,20.csv,greedyneg,40.0,-60.0
SOAleqgAATr,10.csv,roundnum2,-16.0,-12.0
SOAleqgAATr,10.csv,roundnum2,-16.0,-12.0
SOAleqgAATr,10.csv,roundnum2,-16.0,-12.0
SOAleqgAATr,10.csv,roundnum2,-16.0,-12.0
SOAleqgAATr,10.csv,roundnum2,-16.0,-12.0
SMAlegAATr,30.csv,roundnum2,72.0,-64.0
SMAlegAATr,30.csv,roundnum2,64.0,-60.0
SMAlegAATr,30.csv,roundnum2,60.0,-66.0
SMAlegAATr,30.csv,roundnum2,64.0,-60.0
SMAlegAATr,30.csv,roundnum2,60.0,-66.0
QAlegAATr,30.csv,bullypunish,56.0,-88.0
QAlegAATr,30.csv,bullypunish,56.0,-88.0
QAlegAATr,30.csv,bullypunish,56.0,-88.0
QAlegAATr,30.csv,bullypunish,56.0,-88.0
QAlegAATr,30.csv,bullypunish,56.0,-88.0
MADQN,40.csv,selfplay,-72.0,-36.0
MADQN,40.csv,selfplay,-72.0,-36.0
MADQN,40.csv,selfplay,-72.0,-36.0
MADQN,40.csv,selfplay,-72.0,-36.0
MADQN,40.csv,selfplay,-72.0,-36.0
SOAleqgAATr,10.csv,random,12.0,6.0
SOAleqgAATr,10.csv,random,12.0,6.0
SOAleqgAATr,10.csv,random,32.0,36.0
SOAleqgAATr,10.csv,random,24.0,16.0
SOAleqgAATr,10.csv,random,24.0,8.0
MADQN,10.csv,coop,24.0,48.0
MADQN,10.csv,coop,24.0,48.0
MADQN,10.csv,coop,24.0,48.0
MADQN,10.csv,coop,24.0,48.0
MADQN,10.csv,coop,24.0,48.0
QAlegAATr,30.csv,cfr,56.0,-88.0
QAlegAATr,30.csv,cfr,56.0,-88.0
QAlegAATr,30.csv,cfr,56.0,-88.0
QAlegAATr,30.csv,cfr,56.0,-88.0
QAlegAATr,30.csv,cfr,56.0,-88.0
MADQN,30.csv,minimax,-56.0,-32.0
MADQN,30.csv,minimax,-56.0,-32.0
MADQN,30.csv,minimax,-56.0,-32.0
MADQN,30.csv,minimax,-56.0,-32.0
MADQN,30.csv,minimax,-56.0,-32.0
MADQN,20.csv,bbl,-32.0,-16.0
MADQN,20.csv,bbl,-32.0,-16.0
MADQN,20.csv,bbl,-32.0,-16.0
MADQN,20.csv,bbl,-36.0,-22.0
MADQN,20.csv,bbl,-36.0,-22.0
RAlegAATr,60.csv,selfplay,-120.0,-60.0
RAlegAATr,60.csv,selfplay,-120.0,-60.0
RAlegAATr,60.csv,selfplay,-120.0,-60.0
RAlegAATr,60.csv,selfplay,-120.0,-60.0
RAlegAATr,60.csv,selfplay,-120.0,-60.0
RDQN,30.csv,roundnum2,-48.0,-12.0
RDQN,30.csv,roundnum2,-44.0,-6.0
RDQN,30.csv,roundnum2,-56.0,-24.0
RDQN,30.csv,roundnum2,-48.0,-12.0
RDQN,30.csv,roundnum2,-44.0,-6.0
SOAleqgAATr,60.csv,minimax,-116.0,-62.0
SOAleqgAATr,60.csv,minimax,-116.0,-62.0
SOAleqgAATr,60.csv,minimax,-116.0,-62.0
SOAleqgAATr,60.csv,minimax,-116.0,-62.0
SOAleqgAATr,60.csv,minimax,-116.0,-62.0
MADQN,30.csv,cfr,-56.0,-32.0
MADQN,30.csv,cfr,-56.0,-32.0
MADQN,30.csv,cfr,-56.0,-32.0
MADQN,30.csv,cfr,-56.0,-32.0
MADQN,30.csv,cfr,-56.0,-32.0
QAlegAATr,20.csv,bbl,36.0,-50.0
QAlegAATr,20.csv,bbl,36.0,-58.0
QAlegAATr,20.csv,bbl,36.0,-58.0
QAlegAATr,20.csv,bbl,36.0,-50.0
QAlegAATr,20.csv,bbl,36.0,-58.0
SMAlegAATr,40.csv,spp,80.0,-120.0
SMAlegAATr,40.csv,spp,80.0,-120.0
SMAlegAATr,40.csv,spp,80.0,-120.0
SMAlegAATr,40.csv,spp,108.0,186.0
SMAlegAATr,40.csv,spp,80.0,-120.0
AlegAATr,10.csv,eee,12.0,-26.0
AlegAATr,10.csv,eee,12.0,-26.0
AlegAATr,10.csv,eee,52.0,34.0
AlegAATr,10.csv,eee,52.0,34.0
AlegAATr,10.csv,eee,12.0,-26.0
RDQN,20.csv,greedyneg,36.0,94.0
RDQN,20.csv,greedyneg,36.0,94.0
RDQN,20.csv,greedyneg,36.0,94.0
RDQN,20.csv,greedyneg,36.0,94.0
RDQN,20.csv,greedyneg,36.0,94.0
SMAlegAATr,50.csv,coop,128.0,236.0
SMAlegAATr,50.csv,coop,128.0,236.0
SMAlegAATr,50.csv,coop,128.0,236.0
SMAlegAATr,50.csv,coop,128.0,236.0
SMAlegAATr,50.csv,coop,128.0,236.0
RAlegAATr,30.csv,coop,60.0,150.0
RAlegAATr,30.csv,coop,60.0,150.0
RAlegAATr,30.csv,coop,60.0,150.0
RAlegAATr,30.csv,coop,60.0,150.0
RAlegAATr,30.csv,coop,60.0,150.0
AleqgAATr,20.csv,cfr,0.0,-40.0
AleqgAATr,20.csv,cfr,0.0,-40.0
AleqgAATr,20.csv,cfr,0.0,-40.0
AleqgAATr,20.csv,cfr,0.0,-40.0
AleqgAATr,20.csv,cfr,0.0,-40.0
RAlegAATr,20.csv,coopgreedy,24.0,76.0
RAlegAATr,20.csv,coopgreedy,20.0,70.0
RAlegAATr,20.csv,coopgreedy,12.0,58.0
RAlegAATr,20.csv,coopgreedy,12.0,58.0
RAlegAATr,20.csv,coopgreedy,28.0,82.0
DQN,40.csv,coop,80.0,200.0
DQN,40.csv,coop,80.0,200.0
DQN,40.csv,coop,80.0,200.0
DQN,40.csv,coop,80.0,200.0
DQN,40.csv,coop,80.0,200.0
AleqgAATr,50.csv,roundnum,100.0,42.0
AleqgAATr,50.csv,roundnum,100.0,42.0
AleqgAATr,50.csv,roundnum,100.0,42.0
AleqgAATr,50.csv,roundnum,100.0,42.0
AleqgAATr,50.csv,roundnum,100.0,42.0
AleqgAATr,30.csv,bbl,8.0,-56.0
AleqgAATr,30.csv,bbl,0.0,-60.0
AleqgAATr,30.csv,bbl,8.0,-56.0
AleqgAATr,30.csv,bbl,8.0,-56.0
AleqgAATr,30.csv,bbl,0.0,-60.0
RDQN,30.csv,cfr,-60.0,-30.0
RDQN,30.csv,cfr,-60.0,-30.0
RDQN,30.csv,cfr,-60.0,-30.0
RDQN,30.csv,cfr,-60.0,-30.0
RDQN,30.csv,cfr,-60.0,-30.0
QAlegAATr,10.csv,coopgreedy,16.0,44.0
QAlegAATr,10.csv,coopgreedy,16.0,36.0
QAlegAATr,10.csv,coopgreedy,20.0,26.0
QAlegAATr,10.csv,coopgreedy,20.0,50.0
QAlegAATr,10.csv,coopgreedy,12.0,14.0
DQN,30.csv,coopgreedy,40.0,120.0
DQN,30.csv,coopgreedy,24.0,96.0
DQN,30.csv,coopgreedy,12.0,78.0
DQN,30.csv,coopgreedy,20.0,90.0
DQN,30.csv,coopgreedy,28.0,102.0
SOAleqgAATr,20.csv,coop,40.0,100.0
SOAleqgAATr,20.csv,coop,40.0,100.0
SOAleqgAATr,20.csv,coop,40.0,100.0
SOAleqgAATr,20.csv,coop,40.0,100.0
SOAleqgAATr,20.csv,coop,40.0,100.0
RAlegAATr,20.csv,bullypunish,-40.0,-20.0
RAlegAATr,20.csv,bullypunish,-40.0,-20.0
RAlegAATr,20.csv,bullypunish,-40.0,-20.0
RAlegAATr,20.csv,bullypunish,-40.0,-20.0
RAlegAATr,20.csv,bullypunish,-40.0,-20.0
MADQN,60.csv,roundnum2,-44.0,46.0
MADQN,60.csv,roundnum2,-40.0,52.0
MADQN,60.csv,roundnum2,-48.0,40.0
MADQN,60.csv,roundnum2,-44.0,46.0
MADQN,60.csv,roundnum2,-32.0,64.0
SMAlegAATr,50.csv,cooppunish,80.0,68.0
SMAlegAATr,50.csv,cooppunish,80.0,68.0
SMAlegAATr,50.csv,cooppunish,80.0,68.0
SMAlegAATr,50.csv,cooppunish,80.0,68.0
SMAlegAATr,50.csv,cooppunish,80.0,68.0
RAlegAATr,40.csv,roundnum,16.0,104.0
RAlegAATr,40.csv,roundnum,16.0,104.0
RAlegAATr,40.csv,roundnum,16.0,104.0
RAlegAATr,40.csv,roundnum,16.0,104.0
RAlegAATr,40.csv,roundnum,16.0,104.0
RAlegAATr,60.csv,bullied,120.0,300.0
RAlegAATr,60.csv,bullied,120.0,300.0
RAlegAATr,60.csv,bullied,120.0,300.0
RAlegAATr,60.csv,bullied,120.0,300.0
RAlegAATr,60.csv,bullied,120.0,300.0
RDQN,20.csv,bbl,-36.0,-14.0
RDQN,20.csv,bbl,-36.0,-14.0
RDQN,20.csv,bbl,-36.0,-14.0
RDQN,20.csv,bbl,-40.0,-20.0
RDQN,20.csv,bbl,-40.0,-20.0
MADQN,60.csv,roundnum,-20.0,82.0
MADQN,60.csv,roundnum,-20.0,82.0
MADQN,60.csv,roundnum,-20.0,82.0
MADQN,60.csv,roundnum,-20.0,82.0
MADQN,60.csv,roundnum,-20.0,82.0
QAlegAATr,50.csv,random,112.0,100.0
QAlegAATr,50.csv,random,120.0,56.0
QAlegAATr,50.csv,random,120.0,56.0
QAlegAATr,50.csv,random,136.0,16.0
QAlegAATr,50.csv,random,136.0,48.0
AlegAATr,40.csv,roundnum2,84.0,-74.0
AlegAATr,40.csv,roundnum2,88.0,-52.0
AlegAATr,40.csv,roundnum2,88.0,-68.0
AlegAATr,40.csv,roundnum2,96.0,-64.0
AlegAATr,40.csv,roundnum2,92.0,-38.0
RAlegAATr,10.csv,bbl,-20.0,-10.0
RAlegAATr,10.csv,bbl,-20.0,-10.0
RAlegAATr,10.csv,bbl,-16.0,-4.0
RAlegAATr,10.csv,bbl,-16.0,-4.0
RAlegAATr,10.csv,bbl,-16.0,-4.0
DQN,50.csv,cfr,-100.0,-50.0
DQN,50.csv,cfr,-100.0,-50.0
DQN,50.csv,cfr,-100.0,-50.0
DQN,50.csv,cfr,-100.0,-50.0
DQN,50.csv,cfr,-100.0,-50.0
AleqgAATr,30.csv,cooppunish,68.0,34.0
AleqgAATr,30.csv,cooppunish,68.0,34.0
AleqgAATr,30.csv,cooppunish,68.0,34.0
AleqgAATr,30.csv,cooppunish,68.0,34.0
AleqgAATr,30.csv,cooppunish,68.0,34.0
RawO,60.csv,bbl,120.0,-172.0
RawO,60.csv,bbl,120.0,-172.0
RawO,60.csv,bbl,-120.0,-60.0
RawO,60.csv,bbl,-120.0,-60.0
RawO,60.csv,bbl,-120.0,-60.0
SMAlegAATr,40.csv,eee,60.0,58.0
SMAlegAATr,40.csv,eee,80.0,-120.0
SMAlegAATr,40.csv,eee,80.0,-120.0
SMAlegAATr,40.csv,eee,108.0,-46.0
SMAlegAATr,40.csv,eee,116.0,46.0
AlegAATr,10.csv,spp,12.0,-26.0
AlegAATr,10.csv,spp,12.0,-26.0
AlegAATr,10.csv,spp,12.0,-26.0
AlegAATr,10.csv,spp,12.0,-26.0
AlegAATr,10.csv,spp,12.0,-26.0
DQN,40.csv,bbl,-80.0,-40.0
DQN,40.csv,bbl,-80.0,-40.0
DQN,40.csv,bbl,-76.0,-34.0
DQN,40.csv,bbl,-80.0,-40.0
DQN,40.csv,bbl,-80.0,-40.0
AlegAATr,60.csv,bullied,220.0,250.0
AlegAATr,60.csv,bullied,220.0,250.0
AlegAATr,60.csv,bullied,220.0,250.0
AlegAATr,60.csv,bullied,220.0,250.0
AlegAATr,60.csv,bullied,220.0,250.0
SMAlegAATr,40.csv,bullypunish,80.0,-120.0
SMAlegAATr,40.csv,bullypunish,80.0,-120.0
SMAlegAATr,40.csv,bullypunish,80.0,-120.0
SMAlegAATr,40.csv,bullypunish,80.0,-120.0
SMAlegAATr,40.csv,bullypunish,80.0,-120.0
RDQN,60.csv,roundnum,-24.0,84.0
